month_label,year,month,elevation_m,station_id,temp_c_monthly,dewpoint_c_monthly,rh_pct_monthly,wind_m_s,wind_m_s_2,solar_w_m2,precip_mm,summed_discharge,average_discharge
Aug-06,2006,8,3850.0,LlanWX,9.4,0.8,59.3,0.9,,210.4,0.0,,
Sep-06,2006,9,3850.0,LlanWX,9.3,2.2,65.8,,,,,,
Oct-06,2006,10,3850.0,LlanWX,8.8,2.2,68.4,,,,,,
Nov-06,2006,11,3850.0,LlanWX,8.7,3.8,75.0,,,,,,
Dec-06,2006,12,3850.0,LlanWX,8.4,5.9,85.6,,,,,,
Jan-07,2007,1,3850.0,LlanWX,9.9,6.6,82.2,,,,,,
Feb-07,2007,2,3850.0,LlanWX,9.3,5.2,78.5,,,,,,
Mar-07,2007,3,3850.0,LlanWX,8.8,6.0,84.0,,,,,,
Apr-07,2007,4,3850.0,LlanWX,9.1,6.0,82.9,,,,,,
May-07,2007,5,3850.0,LlanWX,8.9,4.3,76.0,,,,,,
Jun-07,2007,6,3850.0,LlanWX,8.8,0.3,60.5,,,,,,
Jul-07,2007,7,3850.0,LlanWX,8.6,0.8,62.6,,,,,,
Aug-07,2007,8,3850.0,LlanWX,9.1,0.1,58.9,1.1,,212.1,5.8,,
Sep-07,2007,9,3850.0,LlanWX,9.5,1.3,60.5,1.7,,210.8,14.2,,
Oct-07,2007,10,3850.0,LlanWX,8.9,3.1,71.6,1.1,,203.2,124.0,,
Nov-07,2007,11,3850.0,LlanWX,9.4,5.2,78.0,1.2,,218.3,110.8,,
Dec-07,2007,12,3850.0,LlanWX,8.5,3.5,74.1,1.2,,200.6,92.2,,
Jan-08,2008,1,3850.0,LlanWX,8.8,5.9,83.6,1.1,,191.8,147.8,,
Feb-08,2008,2,3850.0,LlanWX,8.5,5.5,83.4,1.2,,190.0,198.1,,
Mar-08,2008,3,3850.0,LlanWX,8.0,5.2,84.6,1.0,,168.2,153.3,,
Apr-08,2008,4,3850.0,LlanWX,8.7,5.4,81.6,1.1,,185.1,104.6,,
May-08,2008,5,3850.0,LlanWX,9.0,5.3,80.2,0.9,,181.2,18.8,,
Jul-08,2008,7,3850.0,LlanWX,7.4,-0.6,61.5,1.0,,186.7,0.6,,
Aug-08,2008,8,3850.0,LlanWX,8.6,1.2,64.6,1.0,,215.3,4.8,,
Sep-08,2008,9,3850.0,LlanWX,8.7,1.2,63.8,1.2,,207.0,41.8,,
Oct-08,2008,10,3850.0,LlanWX,8.1,4.1,78.6,0.9,,181.6,153.2,,
Jan-09,2009,1,3850.0,LlanWX,6.3,4.7,89.7,0.9,,176.6,208.2,11158.77639,3.749588841
Feb-09,2009,2,3850.0,LlanWX,8.2,5.7,85.8,1.0,,181.7,154.0,10638.33048,3.957712232
Mar-09,2009,3,3850.0,LlanWX,8.1,5.5,85.3,0.7,,169.8,274.2,14150.20417,4.754772906
Apr-09,2009,4,3850.0,LlanWX,9.3,5.3,78.8,0.7,,201.6,129.4,12111.40435,4.205348732
May-09,2009,5,3850.0,LlanWX,8.6,3.7,75.0,0.6,,186.3,19.6,7270.937534,2.443191376
Jun-09,2009,6,3850.0,LlanWX,8.4,1.0,64.3,0.8,,181.0,5.8,5542.0247,1.924314132
Jul-09,2009,7,3850.0,LlanWX,8.9,1.4,64.1,,,,,4528.781003,1.52176781
Oct-09,2009,10,3850.0,LlanWX,9.6,6.3,82.2,,,,,6360.647493,2.137314346
Nov-09,2009,11,3850.0,LlanWX,8.6,4.3,78.8,,,,,7522.6477,2.612030451
Dec-09,2009,12,3850.0,LlanWX,8.5,6.2,86.9,,,,,10364.92565,3.986509866
Jan-10,2010,1,3850.0,LlanWX,9.7,6.3,82.1,0.6,,206.7,68.8,,
Feb-10,2010,2,3850.0,LlanWX,10.1,6.4,80.4,1.0,,211.2,156.6,,
Mar-10,2010,3,3850.0,LlanWX,9.7,6.9,84.5,0.6,,186.8,186.2,,
Apr-10,2010,4,3850.0,LlanWX,10.1,6.6,81.6,0.6,,188.5,52.6,,
May-10,2010,5,3850.0,LlanWX,8.9,4.5,77.2,0.6,,173.4,52.8,,
Jun-10,2010,6,3850.0,LlanWX,8.2,2.0,69.2,0.7,,164.5,3.8,,
Jul-10,2010,7,3850.0,LlanWX,8.2,0.8,65.6,0.7,,178.3,2.6,5006.025072,2.150354412
Aug-10,2010,8,3850.0,LlanWX,8.5,-1.7,55.0,0.6,,216.8,1.4,6469.164108,2.173778262
Jan-12,2012,1,3850.0,LlanWX,8.4,6.1,86.7,,,,,9300.862816,3.667532656
Feb-12,2012,2,3850.0,LlanWX,8.1,5.5,85.5,,,,,,
Mar-12,2012,3,3850.0,LlanWX,9.3,5.3,78.4,,,,,,
Apr-12,2012,4,3850.0,LlanWX,8.5,5.6,83.7,,,,,,
May-12,2012,5,3850.0,LlanWX,9.3,3.2,70.4,,,,,,
Jun-12,2012,6,3850.0,LlanWX,8.4,0.8,62.4,,,,,,
Jul-12,2012,7,3850.0,LlanWX,7.6,-0.3,62.2,,,,,,
Jan-13,2013,1,3850.0,LlanWX,9.9,6.2,80.7,,,,,,
Feb-13,2013,2,3850.0,LlanWX,8.6,6.3,87.2,,,,,,
Mar-13,2013,3,3850.0,LlanWX,8.7,6.6,87.7,,,,,,
Apr-13,2013,4,3850.0,LlanWX,9.4,5.2,78.0,,,,,,
May-13,2013,5,3850.0,LlanWX,8.6,4.4,77.5,,,,,,
Jun-13,2013,6,3850.0,LlanWX,8.1,1.8,67.8,,,,,,1.936636948
Jul-13,2013,7,3850.0,LlanWX,8.5,-0.6,56.8,,,,,4804.644475,1.614463869
Aug-13,2013,8,3850.0,LlanWX,8.2,1.0,64.8,,,,,4987.297735,1.675839293
Sep-13,2013,9,3850.0,LlanWX,9.4,1.4,62.2,,,,,4933.199888,1.712916628
Oct-13,2013,10,3850.0,LlanWX,8.8,4.7,78.7,,,,,6721.875018,2.258694562
Nov-13,2013,11,3850.0,LlanWX,7.6,3.5,78.3,,,,,6637.965305,2.304849064
Dec-13,2013,12,3850.0,LlanWX,8.6,5.2,82.0,,,,,8900.358432,2.990711839
Jan-14,2014,1,3850.0,LlanWX,8.3,5.4,84.1,,,,,9736.774731,3.271765703
Feb-14,2014,2,3850.0,LlanWX,8.6,6.0,85.4,,,,,9908.187273,3.686081575
Mar-14,2014,3,3850.0,LlanWX,8.0,6.0,88.1,,,,,13094.63125,4.400077706
Apr-14,2014,4,3850.0,LlanWX,9.2,5.3,78.6,,,,,9181.52101,3.188028128
May-14,2014,5,3850.0,LlanWX,8.6,4.9,80.1,,,,,8021.860787,2.695517738
Jun-14,2014,6,3850.0,LlanWX,9.2,1.9,64.5,,,,,3183.017695,2.454138547
Jul-14,2014,7,3850.0,LlanWX,9.1,0.3,58.2,0.7,0.7,205.3,3.4,,
Aug-14,2014,8,3850.0,LlanWX,8.5,-0.4,58.2,0.8,0.8,236.2,1.8,,
Sep-14,2014,9,3850.0,LlanWX,8.7,2.4,69.2,0.4,0.4,234.1,38.8,,
Oct-14,2014,10,3850.0,LlanWX,8.9,3.6,72.6,0.6,0.6,223.9,13.6,,
Nov-14,2014,11,3850.0,LlanWX,8.1,3.8,77.5,,,,,,
Dec-14,2014,12,3850.0,LlanWX,8.3,5.5,84.7,,,,,,
Jan-15,2015,1,3850.0,LlanWX,8.6,5.5,83.1,,,,,,
Feb-15,2015,2,3850.0,LlanWX,8.8,5.8,83.4,,,,,,
Mar-15,2015,3,3850.0,LlanWX,8.7,6.2,85.7,,,,,,
Apr-15,2015,4,3850.0,LlanWX,9.0,5.3,79.3,,,,,,
May-15,2015,5,3850.0,LlanWX,8.5,4.7,79.5,,,,,,
Jun-15,2015,6,3850.0,LlanWX,9.1,1.4,62.0,,,,,,
Jul-15,2015,7,3850.0,LlanWX,8.0,-0.2,61.6,,,,,,2.060106149
Aug-15,2015,8,3850.0,LlanWX,8.6,-0.8,57.6,,,,,6270.567097,2.107045395
Sep-15,2015,9,3850.0,LlanWX,9.2,2.1,65.8,0.5,0.5,245.1,7.7,6401.215547,2.222644287
Oct-15,2015,10,3850.0,LlanWX,8.9,4.4,77.2,0.2,0.2,245.7,49.3,6978.847971,2.345043001
Nov-15,2015,11,3850.0,LlanWX,8.4,4.6,80.2,0.2,0.2,213.4,40.1,7319.013862,2.541324258
Dec-15,2015,12,3850.0,LlanWX,9.0,5.6,82.5,0.2,0.2,240.3,68.9,10707.55543,3.597968893
Jan-16,2016,1,3850.0,LlanWX,9.5,5.7,81.2,0.5,0.5,257.4,30.1,10785.77278,4.196798747
Feb-16,2016,2,3850.0,LlanWX,9.6,7.4,87.6,0.1,0.1,230.6,85.3,,
Mar-16,2016,3,3850.0,LlanWX,9.4,7.0,87.0,0.1,0.1,220.8,71.7,,
Apr-16,2016,4,3850.0,LlanWX,9.1,6.1,84.0,0.1,0.1,229.9,57.5,,
May-16,2016,5,3850.0,LlanWX,8.7,3.7,74.3,0.0,0.0,214.2,5.1,,
Jun-16,2016,6,3850.0,LlanWX,7.8,-0.7,62.2,0.6,0.6,203.3,2.1,,
Jul-16,2016,7,3850.0,LlanWX,7.7,-2.2,56.1,0.7,0.7,214.9,1.1,,
Aug-16,2016,8,3850.0,LlanWX,8.3,0.5,62.4,0.4,0.4,244.2,0.8,4311.932054,1.928413262
Sep-16,2016,9,3850.0,LlanWX,8.3,1.6,68.0,0.2,0.2,242.0,13.1,4670.607351,1.621738664
Oct-16,2016,10,3850.0,LlanWX,8.0,3.4,76.6,0.4,0.4,235.8,40.2,4860.189709,1.633128262
Nov-16,2016,11,3850.0,LlanWX,8.2,-1.3,58.1,0.5,0.5,299.5,9.0,7855.006826,2.727432926
Dec-16,2016,12,3850.0,LlanWX,7.8,5.7,88.6,0.3,0.3,186.1,83.6,6856.447495,2.303913809
Jan-17,2017,1,3850.0,LlanWX,7.5,6.1,91.2,0.2,0.2,179.4,90.9,8025.459124,2.696726856
Feb-17,2017,2,3850.0,LlanWX,7.3,6.4,93.8,0.5,0.5,187.0,98.7,7435.02941,2.766007965
Mar-17,2017,3,3850.0,LlanWX,7.6,6.7,93.8,0.4,0.4,197.1,135.1,12047.32277,4.048159532
Apr-17,2017,4,3850.0,LlanWX,8.2,6.2,88.9,0.1,0.1,210.7,59.3,9142.171126,3.174364974
May-17,2017,5,3850.0,LlanWX,7.9,5.7,87.5,0.2,0.2,169.9,29.0,6190.618939,2.080181095
Jun-17,2017,6,3850.0,LlanWX,7.2,2.6,76.3,0.1,0.1,197.2,0.8,4310.680029,1.619947399
Jul-17,2017,7,3850.0,LlanWX,8.0,-0.7,58.8,,,,,2292.255834,1.540494512
Aug-17,2017,8,3850.0,LlanWX,7.3,0.2,66.2,,,,,2407.176717,1.617726288
Sep-17,2017,9,3850.0,LlanWX,8.8,2.9,70.7,0.4,0.4,229.5,37.6,1850.207393,1.284866245
Oct-17,2017,10,3850.0,LlanWX,8.6,4.2,78.1,0.1,0.1,245.1,96.4,2601.22546,1.74813539
Nov-17,2017,11,3850.0,LlanWX,7.6,3.2,77.4,0.4,0.4,207.6,63.8,2854.677378,1.982414846
Dec-17,2017,12,3850.0,LlanWX,7.5,5.7,89.7,0.3,0.3,184.0,126.6,3629.957451,2.439487534
Jan-18,2018,1,3850.0,LlanWX,7.2,4.7,86.8,0.1,0.1,196.9,151.8,3773.12307,2.535700988
Feb-18,2018,2,3850.0,LlanWX,7.8,5.5,87.6,0.4,0.4,229.5,124.8,3629.15981,2.700267716
Mar-18,2018,3,3850.0,LlanWX,8.3,6.1,87.8,0.0,0.0,217.6,255.8,5059.257177,3.400038425
Apr-18,2018,4,3850.0,LlanWX,7.9,4.8,83.4,0.2,0.2,209.1,93.0,4306.132457,2.990369762
May-18,2018,5,3850.0,LlanWX,8.0,4.7,82.4,0.1,0.1,209.0,52.6,2869.070137,1.928138533
Jun-18,2018,6,3850.0,LlanWX,7.4,0.6,66.3,0.8,0.8,193.4,4.4,2263.75644,1.572053083
Jul-18,2018,7,3850.0,LlanWX,7.5,0.0,62.9,0.8,0.8,195.5,9.0,1940.341431,1.303992897
Aug-18,2018,8,3850.0,LlanWX,8.1,0.5,62.7,1.0,1.0,242.4,8.2,1701.843534,1.143712052
Sep-18,2018,9,3850.0,LlanWX,8.1,1.3,67.5,0.3,0.3,236.7,35.8,1653.664259,1.148377958
Oct-18,2018,10,3850.0,LlanWX,7.7,3.9,79.5,0.2,0.2,209.6,133.0,2310.991123,1.553085432
Nov-18,2018,11,3850.0,LlanWX,8.1,5.5,85.8,0.4,0.4,209.1,132.6,3821.25994,2.653652736
Dec-18,2018,12,3850.0,LlanWX,8.3,3.9,77.1,0.1,0.1,238.6,119.6,3524.813136,2.368826032
Jan-19,2019,1,3850.0,LlanWX,8.3,5.2,83.2,0.3,0.3,214.7,206.2,2941.430561,2.82287002
Feb-19,2019,2,3850.0,LlanWX,8.6,6.7,88.9,0.2,0.2,200.2,186.8,,
Mar-19,2019,3,3850.0,LlanWX,8.7,6.6,88.0,0.1,0.1,207.3,201.0,,
Apr-19,2019,4,3850.0,LlanWX,8.9,6.2,85.2,0.1,0.1,223.9,95.4,,
May-19,2019,5,3850.0,LlanWX,9.4,5.9,81.4,,,,,,
Jul-19,2019,7,3850.0,LlanWX,7.8,0.8,65.8,,,,,,
Aug-19,2019,8,3850.0,LlanWX,8.9,-2.0,50.4,,,,,,
Sep-19,2019,9,3850.0,LlanWX,8.7,2.0,66.8,,,,,,
Oct-19,2019,10,3850.0,LlanWX,7.9,4.4,81.8,,,,,,
Nov-19,2019,11,3850.0,LlanWX,8.3,5.6,85.1,,,,,,
Dec-19,2019,12,3850.0,LlanWX,7.8,6.6,92.8,,,,,,
Jan-20,2020,1,3850.0,LlanWX,8.8,5.8,84.0,,,,,,
Feb-20,2020,2,3850.0,LlanWX,9.2,6.9,87.2,,,,,,
Mar-20,2020,3,3850.0,LlanWX,8.6,6.4,88.1,,,,,,
Apr-20,2020,4,3850.0,LlanWX,8.9,5.5,81.8,,,,,,
May-20,2020,5,3850.0,LlanWX,8.3,4.8,81.2,,,,,,
Jun-20,2020,6,3850.0,LlanWX,7.4,1.9,72.0,,,,,,
Jul-20,2020,7,3850.0,LlanWX,7.0,0.7,69.2,,,,,,
Aug-20,2020,8,3850.0,LlanWX,7.5,-1.1,61.5,,,,,,
Sep-20,2020,9,3850.0,LlanWX,8.1,2.6,71.6,,,,,,
Oct-20,2020,10,3850.0,LlanWX,8.7,2.9,70.8,,,,,,
Nov-20,2020,11,3850.0,LlanWX,8.0,2.6,73.5,,,,,,
Dec-20,2020,12,3850.0,LlanWX,7.1,6.1,93.8,,,,,,
Jan-21,2021,1,3850.0,LlanWX,7.2,6.2,93.8,,,,,,
Feb-21,2021,2,3850.0,LlanWX,8.3,5.0,82.7,,,,,,
Mar-21,2021,3,3850.0,LlanWX,7.4,6.0,91.8,,,,,,
Apr-21,2021,4,3850.0,LlanWX,8.3,6.2,87.9,,,,,,
May-21,2021,5,3850.0,LlanWX,8.2,4.7,81.3,,,,,,
May-22,2022,5,3850.0,LlanWX,7.6,4.5,83.1,0.4,0.4,195.9,19.6,,
Jun-22,2022,6,3850.0,LlanWX,6.4,1.7,75.9,0.2,0.2,192.9,8.4,,
Jul-22,2022,7,3850.0,LlanWX,7.5,-0.3,63.0,0.6,0.6,197.0,1.8,,
Aug-22,2022,8,3850.0,LlanWX,7.3,1.3,70.9,0.0,0.0,220.5,2.8,,
Sep-22,2022,9,3850.0,LlanWX,7.7,3.1,77.4,0.2,0.2,207.6,39.4,,
Oct-22,2022,10,3850.0,LlanWX,7.9,3.8,79.2,0.3,0.3,220.1,23.1,,
Nov-22,2022,11,3850.0,LlanWX,8.2,3.2,74.7,0.2,0.2,232.8,24.6,,
Dec-22,2022,12,3850.0,LlanWX,7.5,4.6,85.2,0.5,0.5,193.4,58.2,,
Jan-23,2023,1,3850.0,LlanWX,7.1,5.9,92.7,0.5,0.5,169.8,65.3,,
Feb-23,2023,2,3850.0,LlanWX,8.7,6.7,89.0,0.4,0.4,219.3,58.7,,
Mar-23,2023,3,3850.0,LlanWX,7.6,5.8,89.6,0.2,0.2,189.6,98.0,,
Apr-23,2023,4,3850.0,LlanWX,8.3,6.3,88.8,0.0,0.0,180.5,41.9,,
May-23,2023,5,3850.0,LlanWX,8.5,5.0,81.4,0.1,0.1,173.6,15.2,,
Jun-23,2023,6,3850.0,LlanWX,7.7,0.6,66.3,0.2,0.2,192.2,0.5,,
Jul-23,2023,7,3850.0,LlanWX,8.0,-0.4,61.3,0.5,0.5,198.9,0.0,,
Aug-23,2023,8,3850.0,LlanWX,8.7,0.6,62.9,0.5,0.5,213.7,10.4,,
Sep-23,2023,9,3850.0,LlanWX,9.6,3.7,70.5,0.6,0.6,202.5,38.4,,
Oct-23,2023,10,3850.0,LlanWX,8.7,6.4,87.6,0.1,0.1,161.5,95.3,,
Nov-23,2023,11,3850.0,LlanWX,8.3,5.8,86.2,0.2,0.2,191.9,98.8,,
Dec-23,2023,12,3850.0,LlanWX,9.3,7.9,92.1,0.3,0.3,174.9,126.3,,
Jan-24,2024,1,3850.0,LlanWX,9.6,7.9,90.2,0.3,0.3,198.1,95.8,,
Feb-24,2024,2,3850.0,LlanWX,9.3,6.7,86.2,0.1,0.1,201.1,115.8,,
Mar-24,2024,3,3850.0,LlanWX,9.3,7.1,87.5,0.1,0.1,194.6,93.5,,
Apr-24,2024,4,3850.0,LlanWX,9.4,7.1,87.7,0.2,0.2,189.7,78.2,,
May-24,2024,5,3850.0,LlanWX,8.9,5.8,83.8,0.1,0.1,182.9,36.6,,
Jun-24,2024,6,3850.0,LlanWX,9.8,-0.1,56.9,0.0,0.0,162.2,4.1,,
Aug-06,2006,8,3955.0,LlanUp1,8.4,0.3,59.5,0.9,,210.4,0.0,,
Sep-06,2006,9,3955.0,LlanUp1,8.3,1.3,64.4,,,,,,
Oct-06,2006,10,3955.0,LlanUp1,7.9,1.5,67.7,,,,,,
Nov-06,2006,11,3955.0,LlanUp1,7.7,3.1,75.4,,,,,,
Dec-06,2006,12,3955.0,LlanUp1,7.7,5.2,85.2,,,,,,
Jan-07,2007,1,3955.0,LlanUp1,8.9,5.6,81.0,,,,,,
Feb-07,2007,2,3955.0,LlanUp1,8.3,4.3,78.0,,,,,,
Mar-07,2007,3,3955.0,LlanUp1,7.5,5.1,85.5,,,,,,
Apr-07,2007,4,3955.0,LlanUp1,7.9,4.6,80.5,,,,,,
May-07,2007,5,3955.0,LlanUp1,8.2,2.7,70.7,,,,,,
Jun-07,2007,6,3955.0,LlanUp1,8.9,-1.6,50.5,,,,,,
Jul-07,2007,7,3955.0,LlanUp1,7.7,0.0,61.0,,,,,,
Aug-07,2007,8,3955.0,LlanUp1,8.4,-1.3,54.3,1.1,,212.1,5.8,,
Sep-07,2007,9,3955.0,LlanUp1,8.3,0.5,60.3,1.7,,210.8,14.2,,
Oct-07,2007,10,3955.0,LlanUp1,7.7,2.1,71.6,1.1,,203.2,124.0,,
Nov-07,2007,11,3955.0,LlanUp1,8.1,4.3,78.7,1.2,,218.3,110.8,,
Dec-07,2007,12,3955.0,LlanUp1,7.6,2.4,72.2,1.2,,200.6,92.2,,
Jan-08,2008,1,3955.0,LlanUp1,7.4,4.7,84.2,1.1,,191.8,147.8,,
Feb-08,2008,2,3955.0,LlanUp1,7.0,4.5,84.9,1.2,,190.0,198.1,,
Mar-08,2008,3,3955.0,LlanUp1,6.4,4.1,85.6,1.0,,168.2,153.3,,
Apr-08,2008,4,3955.0,LlanUp1,7.1,4.1,82.2,1.1,,185.1,104.6,,
May-08,2008,5,3955.0,LlanUp1,7.6,2.4,71.9,0.9,,181.2,18.8,,
Jun-08,2008,6,3955.0,LlanUp1,7.7,0.0,61.4,1.0,,178.5,16.4,,
Jul-08,2008,7,3955.0,LlanUp1,7.4,-1.1,57.7,1.0,,186.7,0.6,,
Aug-08,2008,8,3955.0,LlanUp1,8.3,0.4,61.2,1.0,,215.3,4.8,,
Sep-08,2008,9,3955.0,LlanUp1,8.2,1.1,63.8,1.2,,207.0,41.8,,
Oct-08,2008,10,3955.0,LlanUp1,7.3,4.2,81.7,0.9,,181.6,153.2,,
Nov-08,2008,11,3955.0,LlanUp1,8.2,4.5,79.8,0.9,,190.8,85.8,5265.476575,2.234922146
Dec-08,2008,12,3955.0,LlanUp1,7.7,3.1,75.3,1.1,,212.1,65.2,7764.152928,2.608922355
Jan-09,2009,1,3955.0,LlanUp1,7.3,4.8,85.1,0.9,,176.6,208.2,11158.77639,3.749588841
Feb-09,2009,2,3955.0,LlanUp1,7.3,5.3,87.6,1.0,,181.7,154.0,10638.33048,3.957712232
Mar-09,2009,3,3955.0,LlanUp1,7.2,5.0,86.9,0.7,,169.8,274.2,14150.20417,4.754772906
Apr-09,2009,4,3955.0,LlanUp1,7.8,4.8,82.8,0.7,,201.6,129.4,12111.40435,4.205348732
May-09,2009,5,3955.0,LlanUp1,7.9,3.4,75.1,0.6,,186.3,19.6,7270.937534,2.443191376
Jun-09,2009,6,3955.0,LlanUp1,8.2,0.8,62.6,0.8,,181.0,5.8,5542.0247,1.924314132
Jul-09,2009,7,3955.0,LlanUp1,7.7,0.3,61.6,,,,,4528.781003,1.52176781
Aug-09,2009,8,3955.0,LlanUp1,8.3,0.8,62.0,,,,,5061.090182,1.700635142
Sep-09,2009,9,3955.0,LlanUp1,9.4,0.7,57.9,,,,,5118.807331,1.777363657
Oct-09,2009,10,3955.0,LlanUp1,8.1,3.9,76.9,,,,,6360.647493,2.137314346
Nov-09,2009,11,3955.0,LlanUp1,7.9,3.5,77.1,,,,,7522.6477,2.612030451
Dec-09,2009,12,3955.0,LlanUp1,7.6,5.6,87.8,,,,,10364.92565,3.986509866
Jan-10,2010,1,3955.0,LlanUp1,8.8,5.7,82.4,0.6,,206.7,68.8,,
Feb-10,2010,2,3955.0,LlanUp1,8.9,5.6,81.2,1.0,,211.2,156.6,,
Mar-10,2010,3,3955.0,LlanUp1,8.6,5.9,84.2,0.6,,186.8,186.2,,
Apr-10,2010,4,3955.0,LlanUp1,9.0,5.3,79.6,0.6,,188.5,52.6,,
May-10,2010,5,3955.0,LlanUp1,8.4,3.5,73.3,0.6,,173.4,52.8,,
Jun-10,2010,6,3955.0,LlanUp1,8.4,0.8,61.5,0.7,,164.5,3.8,,
Jul-10,2010,7,3955.0,LlanUp1,8.1,-0.6,58.4,0.7,,178.3,2.6,5006.025072,2.150354412
Aug-10,2010,8,3955.0,LlanUp1,8.6,-2.9,49.1,0.6,,216.8,1.4,6469.164108,2.173778262
Sep-10,2010,9,3955.0,LlanUp1,8.4,1.1,64.3,,,,,5032.843894,1.747515241
Oct-10,2010,10,3955.0,LlanUp1,7.6,2.0,70.3,,,,,6803.460678,2.286109099
Nov-10,2010,11,3955.0,LlanUp1,6.7,3.7,83.0,,,,,7548.508194,2.62100979
Dec-10,2010,12,3955.0,LlanUp1,6.3,4.6,89.8,,,,,8039.259957,2.701364233
Jan-11,2011,1,3955.0,LlanUp1,7.0,4.6,85.4,,,,,8842.606171,2.971305837
Feb-11,2011,2,3955.0,LlanUp1,6.5,3.8,84.3,,,,,7851.752747,2.921038969
Mar-11,2011,3,3955.0,LlanUp1,6.4,4.2,86.6,,,,,8102.814787,2.722720023
Apr-11,2011,4,3955.0,LlanUp1,7.3,4.7,84.3,,,,,9416.796536,3.269721019
May-11,2011,5,3955.0,LlanUp1,8.2,1.1,64.3,,,,,6712.740729,2.255625245
Jun-11,2011,6,3955.0,LlanUp1,8.0,0.4,61.4,,,,,5403.189465,1.876107453
Jul-11,2011,7,3955.0,LlanUp1,7.6,-1.2,58.3,,,,,4771.950723,1.603478065
Aug-11,2011,8,3955.0,LlanUp1,8.6,-0.9,54.5,,,,,5913.206536,1.986964562
Sep-11,2011,9,3955.0,LlanUp1,7.7,2.0,69.1,,,,,4143.701348,1.43878519
Oct-11,2011,10,3955.0,LlanUp1,7.2,-0.2,63.8,,,,,5224.098044,1.755409289
Nov-11,2011,11,3955.0,LlanUp1,7.6,4.2,81.6,,,,,6734.427842,2.338343001
Dec-11,2011,12,3955.0,LlanUp1,7.1,4.7,85.8,,,,,8881.80889,2.984478794
Jan-12,2012,1,3955.0,LlanUp1,7.5,5.3,86.8,,,,,9300.862816,3.667532656
Feb-12,2012,2,3955.0,LlanUp1,6.8,4.7,87.7,,,,,,
Mar-12,2012,3,3955.0,LlanUp1,7.7,4.6,81.9,,,,,,
Apr-12,2012,4,3955.0,LlanUp1,7.1,4.9,86.3,,,,,,
May-12,2012,5,3955.0,LlanUp1,8.1,2.3,70.3,,,,,,
Jun-12,2012,6,3955.0,LlanUp1,7.6,0.1,61.4,,,,,,
